Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_vteproph,VTE prophylaxis,"1, Yes | 0, No | 99, Unknown","This refers to prophylaxis for venous thromboembolism. Interventions are include general measures (e.g., early mobilization, exercise), mechanical methods (e.g., graduated compression stockings, intermittent pneumatic compression), and pharmacological agents (e.g., low-molecular-weight heparin, unfractionated heparin, DOACs). The chosen regimen depends on the patient's underlying risk for VTE and their estimated risk of bleeding.","Indicate 'Yes', if the patient received this intervention at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_stressulcer,Stress ulcer prophylaxis,"1, Yes | 0, No | 99, Unknown","This refers to prophylaxis for stress ulcers, typically involving prescription of acid suppression medications to prevent gastrointestinal hemorrhage (e.g., due to the formation of stress ulcers) in critically ill patients with moderate to high GI bleeding risk.","Indicate 'Yes', if the patient received this intervention at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_osmotherapy,Osmotherapy,"1, Yes | 0, No | 99, Unknown","This refers to the use of osmotic agents to reduce intracranial pressure (ICP) by drawing water out of brain tissue into the intravascular space, thereby decreasing cerebral oedema.","Indicate 'Yes', if the patient received this intervention at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_osmotherapy_type,Type of osmotherapy,"1, 3% hypertonic saline | 2, 7.5% saline | 3, 23.4% saline | 4, Mannitol",This refers to the type of osmotherapy used,Select the most appropriate option(s) which represents the type of osmotherapy used
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_isolation,Was the patient isolated at home or in hospital?,"1, Yes | 0, No | 99, Unknown",This refers to isolation of the patient at home or in hospital during this admission for pathogen of interest.,Indicate 'Yes' if the patient was isolation at home or in hospital during this admission for pathogen of interest.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_isolation_date,Date individual entered isolation,,This refers to the start date of isolation of the patient at home or in hospital during this admission for pathogen of interest.,Enter the date. (Use the format DD/MM/YYYY)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_surg,Any surgical intervention performed in relation to the infection with pathogen of interest?,"1, Yes | 0, No | 99, Unknown",This refers to any surgical intervention that was performed in relation to the infection with pathogen of interest.,Indicate 'Yes' if a surgical intervention was performed in relation to the infection with pathogen of interest.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_surg_type,What was the surgery? (e.g. debridement of infected tissue),,This refers to any surgical intervention that was performed in relation to the infection with pathogen of interest.,"If 'Yes', write the name of surgical intervention / procedure that was performed in relation to the infection with pathogen of interest."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_surg_date,Date of first surgery,,This refers to the date of the first surgical intervention that was performed in relation to the infection with pathogen of interest.,Enter the date of the first surgery. (Use the format DD/MM/YYYY)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_surg_sec,Was a second surgical intervention performed in relation to the infection with pathogen of interest?,"1, Yes | 0, No | 99, Unknown",This refers to any surgical intervention that was performed in relation to the infection with pathogen of interest.,Indicate 'Yes' if a second surgical intervention was performed in relation to the infection with pathogen of interest.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_surg_secdate,Date of second surgery,,This refers to the date of the second surgical intervention that was performed in relation to the infection with pathogen of interest.,Enter the date of the second surgery. (Use the format DD/MM/YYYY)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_other,Other intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown","This refers to any other specific therapeutic intervention(s) or procedure(s) administered at any time during the admission, not otherwise characterised that you believe may be relevant.",Indicate 'Yes' if other intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_other_spec,Please specify other intervention(s) or procedure(s),,"This refers to any other specific therapeutic intervention(s) or procedure(s) administered at any time during the admission, not otherwise characterised that you believe may be relevant.","If 'Yes', please specify the therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant."
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2,Any supplemental oxygen?,"1, Yes | 0, No | 99, Unknown","This refers to any method of supplemental oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient experienced was given or prescribed supplemental oxygen therapy at any time during hospitalisation."
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_ongoing,Still on supplemental oxygen?,"1, Yes | 0, No | 99, Unknown","This refers to ongoing oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient is still on supplemental oxygen therapy."
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_dur,Number of calendar days the patient received any respiratory support during admission,,This refers to the total number of calendar days the patient received this respiratory support during admission (includes use at any time during admission).,Write the total number of calendar days the patient received this respiratory support during admission (includes use at any time during admission).
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_flow,Maximum O2 flow volume (L/min),"1, <2 L/min | 2, 2-5 L/min | 3, 6-10 L/min | 4, 11-15 L/min | 5, >15 L/min | 99, Unknown",This refers to the maximum flow volume of O2 delivered to the patient at any time during hospitalisation.,Select the maximum flow volume of O2 delivered to the patient at any time during hospitalisation.
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nasalprongs,Nasal prongs,"1, Yes | 0, No | 99, Unknown",This refers to the mode in which the patient received supplemental oxygen on day of assessment. Nasal prongs or nasal cannluae deliver oxygen through two small prongs or cannulae insterted into the nostrils.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen at any time during hospitalisation"
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nasalprongs_ongoing,Still ongoing?,"1, Yes | 0, No | 99, Unknown",This refers to ongoing non-invasive ventilation.,"Indicate 'Yes', if the patient is still on supplemental oxygen through nasal prongs."
